AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn,Retention
86,10.32131524641283,887.6331111915034,Standard,Missing,Yes,Both,No,Tablet,11.23621056596544,37.07966082114843,24,Sci-Fi,2.628611966149048,8,Female,21,No,Yes,FS3L3723G0,0,1
80,12.99789303201885,1039.831442561508,Standard,Mailed check,No,Movies,No,Computer,22.69124873576752,179.5956048834294,45,Fantasy,3.492155530246451,5,Female,13,No,No,3OYMTQDGCI,0,1
94,11.45367236984088,614.1966063716278,Missing,Electronic check,Yes,TV Shows,Yes,TV,31.43867190050515,125.92560780374546,37,Action,2.898327886528814,1,Male,6,No,Yes,PQ3OE3IV47,0,1
93,19.6513614264696,1827.5766126616727,Standard,Credit card,Yes,Movies,No,TV,1.653820166516171,143.17168004088236,38,Comedy,3.755643536539377,8,Male,15,No,Yes,959FN5DIWG,0,1
95,12.169887642924763,1731.9115998647596,Standard,Missing,No,Both,No,TV,15.761617681574306,71.32438099145163,1,Drama,2.001727095616576,4,Male,6,Yes,Yes,76ILSKGTXV,0,1
97,18.741364823706007,1817.9123878994824,Standard,Credit card,Yes,Movies,Yes,TV,31.52822319813225,29.49199216102492,29,Drama,2.5640173235897814,3,Male,14,Yes,Yes,CCZLTRQXUN,0,1
85,16.06581166298571,1365.5939913537852,Standard,Credit card,Yes,Movies,No,Missing,2.047874810807236,69.4447054569772,39,Drama,3.1228854749881965,1,Missing,16,No,Yes,RW8BHOP2GW,1,0
5,18.401244873390283,92.0062243669514,Basic,Bank transfer,Yes,TV Shows,No,Computer,36.19593218966247,122.3675914914066,26,Drama,4.521395914585156,3,Female,13,Yes,Yes,NWRCRG0LLN,0,1
104,9.660164387065931,614.1966063716278,Basic,Missing,No,Movies,Yes,Mobile,6.983209290198909,68.58594402499028,1,Fantasy,1.346854554167301,6,Female,5,No,No,0N2YDSLDKE,0,1
96,11.310696886913192,1085.8269011436664,Premium,Mailed check,No,TV Shows,Yes,TV,36.97431597550251,84.24406552286727,1,Missing,3.6045726320075726,6,Female,0,No,Yes,8Y4EB81DID,0,1
84,18.65108583639656,1566.6912102573106,Standard,Bank transfer,No,Movies,Yes,TV,23.665462280442,32.91343925428535,13,Action,3.94258340926798,5,Male,11,Yes,Yes,W4D82JGRSR,1,0
10,12.169887642924763,614.1966063716278,Standard,Missing,Yes,Movies,Yes,Computer,19.86516821782215,77.53799117634372,34,Comedy,2.898327886528814,7,Male,20,No,Yes,86F5GYIU4B,0,1
70,17.11669827429529,1198.1688792006703,Basic,Missing,Yes,TV Shows,No,Mobile,25.446577588203148,166.72885321847707,23,Comedy,4.436424583710124,0,Female,8,Yes,Yes,GSY02BHXUI,0,1
96,5.126881608910928,492.1806344554491,Premium,Missing,Yes,Both,No,Computer,22.10971491494528,40.86941156202512,34,Drama,1.792938023192984,4,Female,19,No,Yes,T5A5GUDGHH,0,1
55,12.228522320554733,672.5687276305104,Basic,Missing,No,Both,No,Computer,14.318670979436916,165.3747234937333,25,Missing,3.1319412122999046,7,Male,9,No,Yes,JXCF0T7PWE,1,0
109,8.024188057163144,874.6364982307828,Premium,Missing,No,Both,No,Tablet,1.0325657591694517,73.87243499744919,28,Sci-Fi,2.898327886528814,3,Female,17,Yes,Yes,1SEDHZRPXU,0,1
117,18.625728153333483,2179.2101939400177,Standard,Electronic check,No,Both,No,Tablet,15.474087924390153,140.27547080408934,17,Sci-Fi,3.348487273646719,5,Missing,15,No,Yes,3KLVFZM7OJ,0,1
74,9.040513990630396,668.9980353066493,Basic,Electronic check,No,Both,No,Computer,30.11386785028866,130.54074184839573,44,Sci-Fi,2.3157375624273,2,Male,10,No,Yes,68ZNRI2572,0,1
77,12.169887642924763,614.1966063716278,Standard,Credit card,Yes,TV Shows,No,Mobile,35.74416675954362,135.24173516298126,42,Fantasy,1.5451095690373546,9,Male,3,No,Yes,W813C4GC5Q,0,1
74,9.687673669390394,716.8878515348891,Basic,Bank transfer,No,TV Shows,No,Computer,10.063284669012688,68.15792539635528,34,Action,2.898327886528814,5,Male,14,No,Yes,570S7DXPHT,1,0
89,11.538943079309188,614.1966063716278,Premium,Bank transfer,Yes,Both,Yes,Computer,12.590745480970348,171.2166008382964,19,Comedy,2.898327886528814,7,Male,6,Yes,Yes,UOVRUIE484,0,1
110,13.275556672453767,1460.3112339699144,Premium,Electronic check,Yes,TV Shows,No,TV,32.863600886276714,149.45828503484972,35,Fantasy,2.4628130661552894,6,Male,8,No,Yes,1QFYKNRAMM,0,1
14,12.169887642924763,268.3102571763353,Premium,Credit card,No,TV Shows,No,Mobile,31.44414095826228,111.65433497474172,47,Sci-Fi,1.6816039518745294,4,Male,10,No,Yes,FKYXDCALD8,0,1
63,12.169887642924763,521.2231094623443,Premium,Bank transfer,Yes,Movies,No,Computer,27.964468052712537,8.537577246647672,4,Drama,2.898327886528814,8,Male,3,No,Yes,YFT2PG26WZ,0,1
102,12.169887642924763,1797.5552460577992,Basic,Bank transfer,Yes,TV Shows,Yes,Mobile,32.71206052144677,92.83601561218305,46,Drama,1.257418011728567,6,Female,22,Yes,Yes,CS2FZRYU8L,0,1
45,13.073215564280291,588.2947003926131,Basic,Bank transfer,No,Both,Yes,Computer,14.793402920168504,109.2614243711754,20,Sci-Fi,2.086339035975909,1,Female,13,No,Yes,XQ9ABXGKJ2,0,1
59,12.169887642924763,718.0233709325611,Basic,Bank transfer,No,Movies,No,Computer,28.54828621753999,32.32727760351119,14,Fantasy,2.898327886528814,1,Female,16,Yes,Yes,2320A0GXKQ,1,0
115,5.683634966215998,653.6180211148398,Standard,Electronic check,No,Movies,Yes,TV,6.128048068458834,50.259083084168935,0,Fantasy,1.7944443167469752,4,Male,22,No,Yes,MGW74TNB92,0,1
99,17.856791113328292,614.1966063716278,Standard,Electronic check,Yes,Both,No,Mobile,8.723655812895966,168.80031254270938,17,Action,4.456910702865898,9,Male,14,No,Yes,V8CKCGJ5E8,0,1
73,5.755528321486168,420.1535674684903,Basic,Mailed check,No,TV Shows,Yes,Mobile,26.87265849457565,121.82962049201288,40,Sci-Fi,2.264428640243489,4,Male,24,No,Yes,S16BCT80VU,0,1
62,11.001062848759512,682.0658966230898,Basic,Missing,Yes,Both,No,Computer,3.87212932625154,133.51843976624818,22,Comedy,1.0532467646559964,0,Female,6,Yes,Yes,BMKC2PJE7U,0,1
6,7.153641033648821,614.1966063716278,Standard,Electronic check,Yes,Both,Yes,Computer,8.012984647227208,113.36101591998688,48,Fantasy,3.854250803773212,7,Male,11,Yes,Yes,191490BP7I,0,1
93,10.190029622580925,947.6727549000258,Basic,Bank transfer,No,Both,No,TV,38.0854226363024,101.05573627439728,42,Comedy,2.898327886528814,0,Female,18,Yes,Yes,66V1KPHQMM,0,1
30,12.169717082033609,614.1966063716278,Premium,Credit card,Yes,Both,Yes,Mobile,5.542226920354583,68.76965172922863,41,Drama,2.6911529231108244,6,Male,9,Yes,Yes,G55J3RXYSJ,0,1
5,8.91888499717453,44.59442498587265,Missing,Bank transfer,No,Movies,No,TV,29.148323435745315,89.33032327098728,4,Sci-Fi,2.898327886528814,5,Male,13,Yes,Yes,CLJPBTJR01,1,0
94,7.626840924543419,614.1966063716278,Basic,Missing,No,Movies,No,Computer,15.502634511771204,32.64060754836149,9,Action,2.3779975662199537,1,Male,9,No,Yes,RFQJOFKVYH,1,0
85,12.169887642924763,728.8692040172932,Premium,Bank transfer,Yes,TV Shows,No,Mobile,37.90154614236192,140.95328473314228,8,Comedy,2.897521028724634,2,Male,0,No,Yes,TCI2ZYA2OH,0,1
49,14.9659314100172,733.3306390908429,Premium,Credit card,No,Both,No,TV,34.255186838190895,88.39879325854636,38,Fantasy,2.898327886528814,6,Male,18,No,Yes,QTQ705NK8P,0,1
98,17.5674048013296,1721.605670530301,Standard,Credit card,No,Movies,Yes,Tablet,12.689556314118729,96.4269008687629,1,Comedy,2.063543029079636,3,Male,18,No,Yes,6OAKAQPYJI,0,1
34,18.321479206998056,622.9302930379339,Standard,Credit card,Yes,Both,Yes,Computer,27.90326642810463,56.93922885074092,9,Missing,2.689210112294104,0,Female,1,Yes,Yes,X8S5TM85UM,0,1
109,13.185877501378965,1437.2606476503072,Premium,Electronic check,Yes,Both,Yes,TV,20.02745099609585,55.38187149505176,39,Sci-Fi,1.725705837093281,4,Male,2,Yes,Yes,YSXKQ3NPQY,0,1
106,10.235452915438415,1084.958009036472,Basic,Missing,Yes,Movies,No,Mobile,1.476191970735858,111.61197195046542,10,Comedy,3.974891690327226,9,Female,2,Yes,Yes,AWOJ9P08XG,1,0
9,19.00963683186413,171.08673148677715,Basic,Electronic check,Yes,Both,No,Mobile,14.139595306501027,104.3774408565997,29,Action,3.257769638029392,0,Male,10,No,Yes,4HWEZXFWH7,0,1
27,9.704060053309195,262.0096214393483,Premium,Electronic check,No,Both,Yes,TV,2.095646565135621,132.46320551364772,24,Drama,2.898327886528814,7,Female,11,No,Yes,08SXSQQO8U,0,1
116,14.565174916775096,1689.5602903459112,Standard,Missing,Yes,Movies,Yes,TV,19.060384945020363,111.79584620082926,39,Action,3.914221938270394,2,Male,5,No,Yes,FU217ZFBHN,0,1
66,18.637751030628618,1230.091568021489,Premium,Bank transfer,No,TV Shows,No,Mobile,9.234129415628813,166.05047576645293,2,Action,2.3195550409444285,9,Male,13,No,No,OX3OJ9LAOC,0,1
44,12.746554596247588,560.8484022348939,Missing,Electronic check,No,TV Shows,Yes,Computer,6.587382518309011,147.24566848925053,13,Action,2.6016999412235804,5,Male,16,No,Yes,768I1YHH7G,0,1
82,12.169887642924763,1480.443582159239,Premium,Credit card,Yes,TV Shows,Yes,Tablet,2.251525328025952,32.93240275222308,38,Missing,1.6579970852690251,8,Female,24,No,Yes,VLBQICLTAV,0,1
12,13.769556901928512,165.23468282314215,Basic,Credit card,Yes,TV Shows,No,Mobile,35.65509564506065,120.32663583326354,40,Action,3.969553741065701,7,Female,12,Yes,Yes,WWD6Y3ULXF,1,0
3,15.457440717264856,46.37232215179457,Standard,Bank transfer,Yes,Both,Yes,TV,30.66081030567325,179.23370243432092,13,Comedy,2.898327886528814,5,Male,9,No,Yes,2S21P19IE6,0,1
90,5.594978677090683,503.5480809381615,Premium,Credit card,Yes,Both,No,TV,19.38040521188281,58.7034987326043,39,Missing,1.956337991337635,2,Male,10,No,Yes,S96XIOR9FL,0,1
49,5.223486200101787,255.95082380498755,Standard,Electronic check,No,Movies,No,Mobile,17.70975365927757,58.954258052072014,27,Missing,1.0428147783821866,6,Male,1,No,Yes,G5BUY00PBY,0,1
80,12.169887642924763,732.4327426431776,Premium,Electronic check,Yes,TV Shows,No,Computer,17.420523866878955,80.98677639404599,22,Comedy,2.898327886528814,0,Male,10,Yes,Yes,FGMG7KDSFT,0,1
20,7.702870791596992,154.05741583193984,Basic,Missing,No,Both,No,Computer,4.422933326625964,16.21840674555514,45,Drama,3.8385678263840393,2,Male,6,No,No,YRVS588TVB,0,1
70,13.904923667806695,614.1966063716278,Standard,Credit card,No,Both,No,TV,9.938960681433649,53.21801253841536,12,Fantasy,1.759799638236133,9,Male,23,No,Yes,FFEZ8R3G30,1,0
32,18.37299143591155,587.9357259491696,Missing,Bank transfer,Yes,Both,No,TV,34.7881398710293,179.75202354616712,44,Missing,3.3707448946907674,3,Female,19,Yes,Yes,R9VPT2RPRA,0,1
99,12.169887642924763,614.1966063716278,Standard,Bank transfer,No,TV Shows,Yes,Computer,16.946622507617768,89.9577735465159,33,Drama,1.7248164783176545,7,Female,23,Yes,Yes,ZKH0WXMBF8,1,0
2,12.169887642924763,35.45376784009552,Standard,Credit card,Yes,Movies,Yes,TV,27.880027949921864,161.78437696593048,39,Sci-Fi,1.8964672198754773,2,Male,0,No,Yes,SSD3NJ3SCF,0,1
25,17.780245007636474,444.5061251909119,Premium,Credit card,Yes,Both,Yes,Tablet,15.507903874263882,105.62185310005106,5,Missing,4.925687549636759,0,Female,14,No,Yes,O1DY5I2K38,0,1
2,12.169887642924763,36.53024825360117,Standard,Missing,No,TV Shows,Yes,Computer,34.283065634033875,75.11272549732617,13,Fantasy,2.331878882359365,8,Male,15,No,Yes,TGEF0EK30G,1,0
42,19.76660767352584,614.1966063716278,Standard,Bank transfer,Yes,TV Shows,Yes,Computer,16.173752081815415,68.74974897220997,42,Fantasy,1.5524858262702923,4,Female,2,Yes,Yes,215HXHXMIP,0,1
9,5.810228267555019,52.29205440799517,Standard,Missing,Yes,Both,No,Mobile,25.13603396032934,12.24514443563636,1,Fantasy,2.718629810128106,2,Male,1,No,Yes,F144Y0MZYF,0,1
113,12.169887642924763,1015.5707685861132,Missing,Electronic check,Yes,TV Shows,No,TV,27.02709362589353,95.28086406464185,2,Action,2.818623456221402,9,Male,15,Yes,Yes,9Q7PGYX2ML,0,1
36,12.169887642924763,614.1966063716278,Premium,Credit card,No,Both,No,Mobile,8.673304110719561,42.30847206576068,17,Comedy,3.7293345997769927,7,Male,19,Yes,Yes,5S8VIJ1SPR,0,1
12,16.67472076844671,200.0966492213605,Standard,Missing,No,Both,Yes,Computer,12.744688980741032,59.52846282587679,11,Action,3.166832767225173,7,Male,3,No,Yes,BSJOYKXFOF,1,0
37,7.119745185326482,263.4305718570798,Basic,Bank transfer,Yes,Movies,Yes,Tablet,5.809649449368688,153.97970896883206,34,Action,2.898327886528814,9,Male,4,Yes,Yes,5QHZAWJTSK,0,1
90,13.18911775823716,1187.0205982413445,Premium,Credit card,Yes,Movies,Yes,Mobile,25.291399541183026,81.64315630140467,9,Drama,1.0170808379145937,1,Female,2,No,Yes,FWE2IWZ2IY,0,1
8,9.776640943909502,78.21312755127602,Premium,Bank transfer,No,TV Shows,Yes,TV,24.278988426129924,55.37462028782645,12,Missing,2.898327886528814,2,Male,23,No,Yes,R5WTS42FQX,0,1
88,15.868059545188608,1396.3892399765975,Premium,Electronic check,Yes,TV Shows,No,Mobile,23.80318950215669,27.22156853841513,2,Comedy,1.464379489270032,6,Female,13,No,Yes,AFSTLSA6VX,0,1
97,12.240919672990586,1187.369208280087,Basic,Credit card,Yes,Both,Yes,TV,3.757465901894128,69.12565753903388,49,Fantasy,2.898327886528814,1,Male,2,Yes,Yes,7PFAESWLUG,0,1
76,7.3553712868806524,559.0082178029296,Basic,Mailed check,No,Movies,No,Mobile,10.43156433389694,139.31863293616212,26,Missing,3.0410066413999464,2,Female,2,No,Yes,CP0X04KOHF,0,1
89,8.685508091710805,773.0102201622616,Premium,Missing,No,Both,Yes,Tablet,1.6937866954335024,82.14212764294217,17,Fantasy,1.0001811412911028,7,Female,10,Yes,Yes,UX0P88HD6V,0,1
70,8.912613505348776,623.8829453744144,Premium,Credit card,Yes,Both,Yes,Tablet,19.496122461908456,5.534880667016899,29,Comedy,2.163977648742894,9,Male,11,Yes,Yes,88RTQHPWSG,0,1
68,14.440255288281454,981.9373596031388,Standard,Missing,Yes,Movies,Yes,Mobile,35.89304932091184,9.268435544293142,25,Drama,4.288308432353297,2,Female,3,No,Yes,5OCID8BHEW,0,1
74,12.169887642924763,414.2603219765425,Premium,Missing,Yes,TV Shows,Yes,Mobile,14.376240926364924,128.0712824920829,20,Drama,4.518431758675558,1,Male,20,Yes,Yes,YUFCD3JN10,0,1
12,16.314228924852024,195.7707470982243,Standard,Credit card,No,TV Shows,Yes,Computer,22.71824588761085,70.55548699889916,44,Sci-Fi,1.174165379647266,9,Male,4,No,Yes,Z063Z6FRXV,0,1
26,14.132707374877706,614.1966063716278,Standard,Bank transfer,Yes,Movies,No,Mobile,14.418682157285534,103.25892073437954,1,Fantasy,1.7555560125419325,0,Male,23,No,Yes,V7MPOFNWOL,0,1
48,12.476920384257989,614.1966063716278,Premium,Bank transfer,Yes,Both,No,Mobile,33.93557501129039,129.4565507074856,24,Action,2.898327886528814,4,Male,17,No,No,OLOK1MPMO0,0,1
8,7.044229777436573,614.1966063716278,Premium,Electronic check,No,TV Shows,Yes,Computer,39.69461475287363,96.7398476674304,47,Action,1.684984431397965,1,Female,3,Yes,Yes,0SP0JX7K3P,0,1
87,5.857584261758131,614.1966063716278,Standard,Credit card,Yes,Movies,Yes,Mobile,32.73717025357378,175.41196863692602,28,Missing,2.898327886528814,8,Male,0,Yes,Yes,TFCWJR9ERG,0,1
79,9.076915258016864,614.1966063716278,Standard,Credit card,No,TV Shows,No,Tablet,20.31481630423045,142.2285846177885,25,Missing,4.925269988446269,4,Male,3,No,Yes,OEQMIG31TH,0,1
28,17.29895331208953,484.3706927385068,Premium,Missing,Yes,Both,Yes,TV,14.46124179288422,119.5886567437542,3,Action,2.9839648222341184,5,Female,7,Yes,Yes,7J5ERF1RP7,1,0
29,19.773064399958965,614.1966063716278,Premium,Missing,Yes,TV Shows,Yes,Computer,32.26727064727994,104.1917407066043,28,Drama,2.1242828131115283,7,Female,3,Yes,Yes,VZNFPQ7OPL,0,1
97,7.526143640775349,730.0359331552089,Premium,Mailed check,No,TV Shows,No,TV,2.9065606672210222,165.0296321441845,46,Action,3.1195076489993587,8,Female,3,Yes,Yes,AYRVF49YC9,0,1
31,10.579376460784838,327.96067028433,Basic,Mailed check,Yes,Both,No,Tablet,7.10337318993494,93.60951445865317,48,Fantasy,4.110661851090664,1,Female,13,No,Yes,6NXDS63B13,0,1
62,12.169887642924763,698.1092467614436,Missing,Missing,No,Movies,No,Computer,38.91737003968192,49.8353656873389,37,Action,2.1205000216232373,7,Missing,11,Yes,No,H6VMPX84E9,0,1
94,9.334496818057136,877.4427008973709,Premium,Bank transfer,Yes,Movies,Yes,Computer,38.844024096114985,109.46667711394625,14,Fantasy,2.898327886528814,7,Female,14,No,Yes,BLGA7AOJHI,0,1
40,7.738245310291017,614.1966063716278,Premium,Bank transfer,Yes,Both,No,TV,26.92223580824553,99.97950656103508,17,Action,2.011069324509613,2,Male,11,Yes,Yes,V36SY33B4H,0,1
64,12.169887642924763,1273.9246654728192,Premium,Electronic check,No,TV Shows,No,Mobile,7.817863953208421,87.88249095154353,9,Action,4.273986838143202,9,Male,7,No,Yes,LB2MHX8FEB,0,1
96,12.169887642924763,1158.9509315568282,Premium,Bank transfer,Yes,TV Shows,Yes,TV,3.089016573148184,166.45277464042772,37,Missing,4.716338836718183,2,Female,2,Yes,Yes,YC0L35CZIF,0,1
116,15.577696991914488,1807.0128510620807,Standard,Missing,No,TV Shows,No,Mobile,36.92422838258752,91.56048306413284,15,Sci-Fi,3.5351118234249355,9,Female,3,No,Yes,X6S7FH7IWY,1,0
58,12.169887642924763,696.1261035422733,Basic,Electronic check,No,TV Shows,Yes,TV,2.0964935674364886,21.83474680499532,48,Comedy,2.898327886528814,3,Male,17,No,Yes,DACORV2BKQ,0,1
13,18.30305654137992,614.1966063716278,Premium,Missing,Yes,Both,No,Mobile,16.396448404677848,24.521573668401214,44,Sci-Fi,4.120705228379171,0,Male,1,No,Yes,N5TQ6QRKTP,0,1
110,18.57939770826753,2043.733747909429,Standard,Credit card,No,Movies,Yes,TV,3.521688529999313,103.22090798162311,0,Drama,2.943234536688115,2,Missing,2,No,Yes,5XB2ABJNMG,0,1
28,18.353752061229294,513.9050577144202,Premium,Missing,Yes,TV Shows,No,Tablet,8.72593039843451,7.649101236468054,5,Comedy,1.1580201667147478,8,Male,21,Yes,Yes,99JDHBH75L,1,0
15,13.564155215103437,203.4623282265516,Premium,Electronic check,Yes,TV Shows,No,Missing,18.147781969601933,110.80695217897386,10,Drama,2.898327886528814,7,Female,15,Yes,Yes,ZF9I4H4P59,1,0
69,9.32383135193917,643.3443632838027,Basic,Credit card,Yes,Both,Yes,Computer,25.924773513800822,84.00101507928413,38,Action,2.153326951461389,1,Female,18,No,Yes,99JBII1AWD,0,1
105,14.24683607150411,1495.9177875079315,Standard,Bank transfer,Yes,Movies,Yes,Tablet,12.057358222596006,92.36419631794344,4,Fantasy,2.898327886528814,9,Female,12,No,Yes,D17A5U1OJS,0,1
63,9.720474729934212,612.3899079858553,Premium,Missing,Yes,Both,Yes,Computer,15.59196412227774,17.34714669259177,35,Sci-Fi,1.0350781568431393,0,Female,2,No,Yes,MX66HEBBSJ,0,1
112,19.858931903574835,2224.2003732003814,Premium,Bank transfer,No,Both,Yes,Computer,13.004608782353351,68.58821092967844,19,Fantasy,2.898327886528814,8,Missing,4,No,No,FMP6QS9A7C,0,1
35,18.39223427393643,614.1966063716278,Premium,Electronic check,Yes,TV Shows,Yes,TV,12.970739849911457,163.44688727600015,9,Missing,3.5835842099898434,6,Female,10,No,Yes,E2IE1IRI9S,0,1
7,12.169887642924763,614.1966063716278,Basic,Credit card,No,TV Shows,No,TV,29.35409533058017,64.34250747832759,4,Drama,2.898327886528814,9,Female,0,No,Yes,V2Z7KTL03M,1,0
1,11.5828816951487,11.5828816951487,Standard,Credit card,No,Both,Yes,Missing,2.298816310099758,76.09527183450692,44,Sci-Fi,2.9551941668328663,8,Male,4,No,Yes,6913KN86KU,0,1
53,6.447270605261618,341.7053420788658,Standard,Missing,Yes,Movies,No,TV,30.424980069654588,18.951182197631447,20,Sci-Fi,2.898327886528814,9,Male,1,No,Yes,LXNJ66WZ7B,0,1
37,12.169887642924763,600.0889638220253,Basic,Bank transfer,Yes,TV Shows,No,Computer,3.547012855554774,158.70203203591365,25,Sci-Fi,2.898327886528814,0,Female,12,No,Yes,ALYMWR7W6O,0,1
44,17.03210470880193,749.412607187285,Standard,Bank transfer,Yes,Movies,Yes,Computer,3.702542849008145,99.6217295104476,19,Fantasy,1.557271812868025,1,Male,16,Yes,Yes,YIDW19N83Z,0,1
107,9.840610913426302,1052.9453677366143,Premium,Credit card,Yes,Both,No,Computer,5.275852949916762,23.42776081540536,47,Action,2.898327886528814,5,Male,19,Yes,Yes,E983P7PY52,1,0
19,6.961005494352552,132.25910439269848,Premium,Bank transfer,Yes,Both,Yes,Computer,11.12360344501871,151.31477851020145,46,Drama,4.294037367738882,0,Male,24,No,Yes,LCQ99APM9V,0,1
24,15.139478276767408,363.3474786424178,Standard,Missing,No,TV Shows,No,Missing,24.36414541630101,68.72747332802888,48,Action,3.038646084212829,1,Male,21,Yes,Yes,1HTWTCLURB,0,1
17,17.470987969176953,297.0067954760082,Premium,Bank transfer,Yes,TV Shows,No,Mobile,29.321762907413166,106.3673485322632,6,Drama,2.1423368992317746,1,Female,12,Yes,Yes,6OB63KC191,0,1
73,12.040512290830616,878.957397230635,Standard,Bank transfer,No,TV Shows,Yes,Computer,6.036429616301987,16.477138684340197,47,Drama,1.4364250725470358,6,Male,16,No,Yes,IBFCQKDH1T,0,1
94,12.169887642924763,777.5842213483808,Premium,Credit card,Yes,Both,Yes,Tablet,38.143985201353495,142.87543088252818,21,Drama,4.182221523437487,5,Male,0,No,Yes,ZV78E41WP4,0,1
53,6.925092845692477,367.0299208217013,Premium,Credit card,Yes,Both,No,Missing,5.394655552014048,64.57486728394427,8,Drama,4.584438516470241,0,Female,8,Yes,Yes,7VEWYVW0OE,0,1
28,10.900560073922854,305.2156820698399,Premium,Electronic check,No,TV Shows,No,TV,11.07614867179869,11.91737676265846,14,Drama,1.5742273604909247,9,Female,14,Yes,Yes,79I6EYWF7V,1,0
11,12.169887642924763,144.63040769439394,Basic,Credit card,Yes,Movies,No,Mobile,1.4663023009218672,128.90928525242558,46,Sci-Fi,2.4877043314900456,8,Male,8,Yes,Yes,5WET5CW3YP,1,0
60,17.453064524490756,1047.1838714694454,Standard,Electronic check,No,Movies,No,Mobile,2.7037087598311285,118.79100626297684,40,Fantasy,3.4451550018185784,8,Female,13,No,Yes,9Q1P61OLQP,0,1
111,17.97268093698692,1994.967584005548,Standard,Missing,Yes,Movies,No,Mobile,39.38288501225568,51.28917994990967,21,Action,4.976389741530569,4,Male,9,No,Yes,ORTIRMKBBH,0,1
114,18.935998822165185,2158.703865726831,Standard,Missing,Yes,Both,No,Tablet,20.313708565612256,8.884336655877622,26,Comedy,4.1645704605339215,2,Female,1,No,Yes,I7T48I0NC7,0,1
77,17.725348670253037,614.1966063716278,Premium,Bank transfer,Yes,Both,Yes,Mobile,7.173032627326118,81.17693489488529,38,Sci-Fi,2.898327886528814,2,Male,21,No,Yes,WW6U8YQ5DL,0,1
62,7.424946841312763,460.3467041613913,Premium,Credit card,No,TV Shows,No,Computer,15.066302739033484,68.13473039326124,30,Fantasy,1.2653639736006803,6,Female,13,Yes,Yes,CV9FGMWS9E,0,1
27,16.09704491163904,614.1966063716278,Missing,Credit card,No,Both,No,TV,18.66144151930453,134.32862640622682,11,Comedy,2.697237289946997,0,Male,8,Yes,Yes,EY29CCDIS2,0,1
84,7.874547284455263,661.4619718942421,Premium,Missing,No,Movies,No,TV,11.178570161729096,47.76916199874346,11,Action,3.8963900809152143,5,Female,13,No,Yes,Y7HJ3BEVOR,0,1
91,14.768163644311086,614.1966063716278,Basic,Electronic check,Yes,TV Shows,No,Mobile,28.161653876368234,133.4042289807161,3,Fantasy,1.501512459092666,0,Female,15,No,Yes,RD5FFJ532Q,0,1
57,6.705564802482018,382.217193741475,Premium,Electronic check,Yes,Both,Yes,Mobile,2.829470233481604,48.66256054756257,32,Fantasy,2.5673526481694124,2,Male,1,No,Yes,Z1SDMRYG3K,0,1
108,15.022740972456122,1622.4560250252612,Basic,Electronic check,Yes,Movies,No,Computer,28.568646180635263,35.22271160364129,33,Sci-Fi,2.898327886528814,4,Male,16,Yes,Yes,PANUHY0K9R,0,1
7,8.927906144590636,62.495343012134455,Basic,Credit card,No,TV Shows,Yes,Tablet,15.516521510033442,97.71186142078837,20,Sci-Fi,2.898327886528814,1,Female,19,Yes,Yes,SKB6Q90WV3,1,0
47,13.102949447032763,615.8386240105399,Basic,Credit card,No,Both,No,Mobile,21.92149094783716,40.24045622197178,46,Sci-Fi,3.178695942181628,1,Male,8,No,Yes,4468G8KNMM,0,1
30,15.205468462745536,614.1966063716278,Standard,Bank transfer,No,TV Shows,Yes,Missing,21.535640063884102,74.05831383468852,46,Sci-Fi,4.499442216651486,9,Female,15,Yes,Yes,5W8I9QOUMH,1,0
85,12.169887642924763,573.1982368096374,Basic,Bank transfer,Yes,Movies,Yes,Computer,6.793497754066797,82.97418684038922,13,Action,1.493633559346684,6,Male,0,Yes,Yes,C08JO27O1S,0,1
105,12.690365928607092,1332.488422503745,Standard,Bank transfer,Yes,Both,Yes,Missing,9.161204138651732,118.10149083532086,40,Drama,4.718125947480187,7,Female,1,No,Yes,MGHLPNA0DB,0,1
51,12.169887642924763,735.1257884321685,Basic,Missing,Yes,Both,Yes,Missing,9.153633431966988,132.35917875794138,19,Fantasy,2.898327886528814,4,Female,2,No,Yes,T91XWC5Z8S,0,1
73,12.169887642924763,649.8423839354626,Premium,Missing,Yes,TV Shows,No,Missing,24.111386383437058,159.24889583048923,4,Comedy,1.2094405578019631,4,Male,18,Yes,Yes,O04GL1CJXC,0,1
46,12.058570202275362,554.6942293046667,Basic,Missing,No,Movies,Yes,Missing,21.334100009130093,104.3775833810854,28,Drama,2.898327886528814,8,Female,17,No,Yes,Q8FHDK59AH,1,0
7,12.942528402670495,90.59769881869347,Missing,Credit card,No,Both,No,Mobile,31.080183955889304,92.78145147463076,29,Comedy,2.898327886528814,8,Male,6,No,Yes,LU1UWBW0SJ,0,1
71,12.169887642924763,560.370322166393,Premium,Missing,No,Movies,Yes,TV,27.68981708767011,53.99670328130542,32,Fantasy,1.6876208441496354,5,Female,11,No,Yes,B4X6BWEJ3O,0,1
